PortID;GlobalPortID;WorldPortNumber;MasterPOID;PortName;AlternativeName;Status;Country;LatitudeDecimal;LongitudeDecimal
22794;PO171400T000000B000000;PO1714;;Volos;;Open;Greece;39,3547;22,9427333
22801;PO363000T000000B000000;PO3630;;Piombino;;Open;Italy;42,9322667;10,5479
22802;PO267200T000000B000000;PO2672;;Brighton;;Open;Trinidad & Tobago;10,2466667;-61,63333333
22806;PO650400T000000B000000;PO6504;;Danube - Black Sea Canal;;Open;Romania;44,26152039;28,18039482
22807;;PO7462;PO3503;Port Etienne;;Alt-Name;Mauritania;20,89999962;-17,05
22808;PO506700T000000B000000;PO5067;;Kuala Belait;;Open;Brunei;4,6284667;114,21075
22809;PS602600T000000B000000;PO6026;PO2809;Ballylumford;Larne;Sub-Port;United Kingdom;54,84717941;-5,805008438
22810;PO650500T000000B000000;PO6505;;Basarabi;;Open;Romania;44,16666794;28,4
22811;PO171500T000000B000000;PO1715;;Yali Island;;Open;Greece;36,6585;27,1278333
22815;PO123600T000000B000000;PO1236;;Montague;;Open;Canada;46,16666794;-62,63333333
22819;PO267300T000000B000000;PO2673;;Chaguaramas;;Open;Trinidad & Tobago;10,6795667;-61,64085
22821;PS698400T000000B000000;PO6984;PO3970;East Zeit Terminal;;Sub-Port;Egypt;27,85000038;33,6
22851;PO219400T000000B000000;PO2194;;IJmuiden;;Open;Netherlands;52,4646;4,5647167
22859;PS746300T000000B000000;PO7463;PO1816;Meneng;;Sub-Port;Indonesia;-8,1344833;114,4030667
22863;PO506800T000000B000000;PO5068;;Lumut (Brunei Darussalam);;Open;Brunei;4,716666698;114,45
22864;PS506900T000000B000000;PO5069;PO1184;Bonaberi;;Sub-Port;Cameroon;4,0674167;9,69215
22865;PO267400T000000B000000;PO2674;;Cronstadt Island;;Open;Trinidad & Tobago;10,6598333;-61,6306
22867;PO219500T000000B000000;PO2195;;Middelburg;;Open;Netherlands;51,5034167;3,6454833
22875;PO363200T000000B000000;PO3632;;Porto Nogaro;;Open;Italy;45,79575;13,2317667
22878;;PO6985;PO2069;Mina Al Zour;;Alt-Name;Kuwait;28,7503;48,38235
22879;;PO7464;PO2505;Port Natal;;Alt-Name;South Africa;-29,86695;31,0594
22899;PO507000T000000B000000;PO5070;;Moudi Terminal;;Open;Cameroon;4,11535;8,48525
22902;PO171700T000000B000000;PO1717;;Zante;;Open;Greece;37,78333282;20,9
22904;PO363300T000000B000000;PO3633;;Porto Santo Stefano;;Open;Italy;42,4371833;11,1233333
22907;PS698600T000000B000000;PO6986;PO6173;Talisayan;Gingoog;Sub-Port;Philippines;9;124,8833333
22908;;PO7465;PO2120;Port Swettenham;;Alt-Name;Malaysia;3,00525;101,34485
22909;PO602800T000000B000000;PO6028;;Saladin Marine Terminal;;Open;Australia;-21,39999962;115,05
22940;PO123800T000000B000000;PO1238;;Montreal;;Open;Canada;45,5072333;-73,5451833
22995;PO219700T000000B000000;PO2197;;Scheveningen;;Open;Netherlands;52,09999847;4,266666666
23001;PO363400T000000B000000;PO3634;;Porto Vesme;;Open;Italy;39,1927667;8,3903167
23003;PO267600T000000B000000;PO2676;;Pointe-a-Pierre;;Open;Trinidad & Tobago;10,3215833;-61,4688
23008;PO650800T000000B000000;PO6508;;Danube River;;Open;Romania;45;29,5
23009;PS746600T000000B000000;PO7466;PO1597;Port Tudy;;Sub-Port;France;47,645;-3,4456667
23020;PO698700T000000B000000;PO6987;;Acajutla Offshore Terminal;;Open;El Salvador;13,58333302;-89,86666667
23023;PO267700T000000B000000;PO2677;;Point Fortin;;Open;Trinidad & Tobago;10,1882333;-61,6941333
23033;PS603000T000000B000000;PO6030;PO3744;Baoshan;;Sub-Port;China, People's Republic Of;31,41666603;121,4833333
23034;PO363500T000000B000000;PO3635;;San Remo;;Open;Italy;43,81645;7,7854667
23035;PS698800T000000B000000;PO6988;PO2120;Westport (Malaysia);;Sub-Port;Malaysia;2,9665667;101,3116833
23036;PS746700T000000B000000;PO7467;PO1940;Porto Corsini;;Sub-Port;Italy;44,5;12,28333333
23038;PS219800T000000B000000;PO2198;PO3161;Schiedam;;Sub-Port;Netherlands;51,9035833;4,3946167
23049;PO507200T000000B000000;PO5072;;Bayside;;Open;Canada;45,15000153;-67,13333333
23054;PO171900T000000B000000;PO1719;;Sisimiut;;Open;Greenland;66,9423833;-53,6857667
23056;PO315700T000000B000000;PO3157;;Kalecik;;Open;Cyprus;35,31666565;33,98333333
23058;PO651000T000000B000000;PO6510;;Mahmudia;;Open;Romania;45,0862167;29,0991833
23059;PS603100T000000B000000;PO6031;PO5125;Beilun;;Sub-Port;China, People's Republic Of;29,90118408;121,8778829
23062;PO267800T000000B000000;PO2678;;Point Lisas Ports;;Open;Trinidad & Tobago;10,4003;-61,497
23079;PO172000T000000B000000;PO1720;;Narssarssuaq;;Open;Greenland;61,1428167;-45,4383
23081;;PO7468;PO1945;Porto Foxi;;Alt-Name;Italy;39,0940167;9,0367833
23097;PO219900T000000B000000;PO2199;;Terneuzen;;Open;Netherlands;51,34464645;3,814323716
23112;PS603200T000000B000000;PO6032;PO5125;Zhenhai;;Sub-Port;China, People's Republic Of;29,9814;121,7506
23114;PO220000T000000B000000;PO2200;;Vlaardingen;;Open;Netherlands;51,90000153;4,333333333
23118;PO651100T000000B000000;PO6511;;Macin;;Open;Romania;45,2360333;28,1296167
23121;PO363700T000000B000000;PO3637;;Porto Azzurro;;Open;Italy;42,7637833;10,39695
23122;PS699000T000000B000000;PO6990;PO2312;Sola;Risavika;Sub-Port;Norway;58,9249;5,5999167
23155;PO267900T000000B000000;PO2679;;Port of Spain;;Open;Trinidad & Tobago;10,6522;-61,5242333
23167;PS746900T000000B000000;PO7469;PO3940;Prai;;Sub-Port;Malaysia;5,412214756;100,4085664
23215;PO172200T000000B000000;PO1722;;Basse-Terre;;Open;Guadeloupe;15,9966669;-61,73333333
23218;PO651200T000000B000000;PO6512;;Isaccea;;Open;Romania;45,2846833;28,4537167
23219;PO363800T000000B000000;PO3638;;Rio Marina;;Open;Italy;42,8155;10,4299
23220;PO507500T000000B000000;PO5075;;Catalina;;Open;Canada;48,52560043;-53,07904309
23222;PS699100T000000B000000;PO6991;PO2312;Aker Base;;Sub-Port;Norway;58,9295;5,5847
23224;PO603300T000000B000000;PO6033;;Zhoushan;;Open;China, People's Republic Of;30,0074833;122,0995167
23233;PO124300T000000B000000;PO1243;;Nanaimo;;Open;Canada;49,1651833;-123,9247167
23237;PS747000T000000B000000;PO7470;PO3641;Praia Formosa;;Sub-Port;Madeira;32,63333511;-16,95
23272;PO651300T000000B000000;PO6513;;Turcoaia;;Open;Romania;45,1046333;28,1784667
23275;PO507600T000000B000000;PO5076;;Clarkson;;Open;Canada;43,4832167;-79,6297167
23282;PO363900T000000B000000;PO3639;;Siracusa;;Open;Italy;37,0490833;15,2877
23284;PO268100T000000B000000;PO2681;;Tembladora;;Open;Trinidad & Tobago;10,6826;-61,5968333
23287;PO220200T000000B000000;PO2202;;Zaanstad;;Open;Netherlands;52,4194333;4,8409167
23299;PO603400T000000B000000;PO6034;;Anqing;;Open;China, People's Republic Of;30,5;117,0333333
23302;PS699200T000000B000000;PO6992;PO2312;Mjanesholmen;;Sub-Port;Norway;58,9274167;5,6008667
23304;PS603500T000000B000000;PO6035;PO3247;Ponta da Madeira;;Sub-Port;Brazil;-2,566666603;-44,38333333
23306;PO220300T000000B000000;PO2203;;Zwolle;;Open;Netherlands;52,5147667;6,0883167
23309;PO651400T000000B000000;PO6514;;Harsova;;Open;Romania;44,6836667;27,9606
23310;PS699300T000000B000000;PO6993;PO2730;Jebel Dhanna;;Sub-Port;United Arab Emirates;24,1676;52,7153667
23315;PO364000T000000B000000;PO3640;;Vasto;;Open;Italy;42,1785833;14,71315
23321;PS555600T000000B000000;PO5556;PO2817;Tilbury;;Sub-Port;United Kingdom;51,4542167;0,33675
23326;PS747200T000000B000000;PO7472;PO1036;Ingeniero Buitrango;San Nicolas;Sub-Port;Argentina;-33,5;-60,03333333
23380;PO316100T000000B000000;PO3161;;Rotterdam;;Open;Netherlands;52;4
23412;;PO6036;PO2227;Port Marlborough;;Alt-Name;New Zealand;-41,2821167;174,0085
23413;PO651500T000000B000000;PO6515;;Calarasi;;Open;Romania;44,2077667;27,2881167
23414;;PO5078;PO1192;Comeau Bay;;Alt-Name;Canada;49,2442167;-68,1286
23415;PO124600T000000B000000;PO1246;;Ocean Falls;;Open;Canada;52,34999847;-127,6833333
23420;PO268300T000000B000000;PO2683;;Ashtart Terminal;;Open;Tunisia;34,28333282;11,38333333
23423;PS699400T000000B000000;PO6994;PO3108;Luka Gruz;;Sub-Port;Croatia;42,66666794;18,08333333
23425;PO172500T000000B000000;PO1725;;Apra Harbor;;Open;Guam;13,44999981;144,6166667
23426;;PO7473;PO1305;Puerto de La Luz y Las Palmas;;Alt-Name;Canary Islands;28,1204167;-15,41235
23428;PO364100T000000B000000;PO3641;;Funchal;;Open;Madeira;32,6439167;-16,9081333
23432;PS603700T000000B000000;PO6037;PO2226;Dunedin;;Sub-Port;New Zealand;-45,87645;170,5227
23435;PO220500T000000B000000;PO2205;;Barcadera;;Open;Aruba;12,48333359;-69,98333333
23443;PO651600T000000B000000;PO6516;;Oltenita;;Open;Romania;44,0649667;26,6451667
23445;PO507900T000000B000000;PO5079;;Comox;;Open;Canada;49,6599333;-124,93695
23448;PO268400T000000B000000;PO2684;;Bizerte;;Open;Tunisia;37,2765;9,8901
23450;PS699500T000000B000000;PO6995;PO3108;Rijeka Dubrovacka;;Sub-Port;Croatia;42,66666794;18,08333333
23452;PO364200T000000B000000;PO3642;;Porto Santo;;Open;Madeira;33,04999924;-16,31666667
23456;PO555800T000000B000000;PO5558;;Wilmington (USA-Delaware);;Open;United States Of America;39,71935;-75,52325
23466;PO124700T000000B000000;PO1247;;Oshawa;;Open;Canada;43,86666489;-78,83333333
23471;PS747400T000000B000000;PO7474;PO2553;Raos;;Sub-Port;Spain;43,4432833;-3,8159833
23472;PS603800T000000B000000;PO6038;PO2226;Port Chalmers;;Sub-Port;New Zealand;-45,81666565;170,7
23478;PO651700T000000B000000;PO6517;;Giurgiu;;Open;Romania;43,8908;25,9861167
23480;PO364300T000000B000000;PO3643;;Mangalia;;Open;Romania;43,79815;28,5968667
23483;PO508000T000000B000000;PO5080;;Duncan Bay;;Open;Canada;50,07909775;-125,3059733
23486;PO316400T000000B000000;PO3164;;Swinoujscie;;Open;Poland;53,9335667;14,2750333
23495;PO268500T000000B000000;PO2685;;Gabes;;Open;Tunisia;33,9232833;10,1101167
23498;PS699600T000000B000000;PO6996;PO3687;Juzna Luka;;Sub-Port;Croatia;45,0802167;13,6340833
23499;PO555900T000000B000000;PO5559;;Takula Terminal;;Open;Angola;-5,2118167;11,8084833
23500;PS747500T000000B000000;PO7475;PO2450;Puerto Nuevo (Puerto Rico);;Sub-Port;Puerto Rico;18,43525;-66,0988833
23501;PS603900T000000B000000;PO6039;PO2226;Ravensbourne;;Sub-Port;New Zealand;-45,8714333;170,5459
23502;PO651800T000000B000000;PO6518;;Orsova;;Open;Romania;44,7234167;22,4085333
23508;PO364400T000000B000000;PO3644;;Tulcea;;Open;Romania;45,1916167;28,79045
23515;PO172800T000000B000000;PO1728;;Puerto Barrios;;Open;Guatemala;15,7357833;-88,6087833
23518;PO268600T000000B000000;PO2686;;La Skhirra;;Open;Tunisia;34,3046833;10,1583833
23520;PS699700T000000B000000;PO6997;PO3687;Sjeverna;;Sub-Port;Croatia;45,0860667;13,63495
23525;PO508100T000000B000000;PO5081;;Gros Cacouna;;Open;Canada;47,91666794;-69,5
23528;PO124900T000000B000000;PO1249;;Paspebiac;;Open;Canada;48,01666641;-65,25
23529;PO604000T000000B000000;PO6040;;Ras Al Khaimah;;Open;United Arab Emirates;25,7937833;55,96015
23530;PO125000T000000B000000;PO1250;;Penetanguishene;;Open;Canada;44,7737833;-79,9418333
23534;PO316600T000000B000000;PO3166;;Stigsnaesvaerkets Havn;;Open;Denmark;55,2055;11,2436666
23538;PO556100T000000B000000;PO5561;;Limboh Terminal;;Open;Cameroon;4,00115;9,1276667
23541;PO651900T000000B000000;PO6519;;Drobeta Turnu Severin;;Open;Romania;44,59999847;22,65
23544;PO268700T000000B000000;PO2687;;Sfax;;Open;Tunisia;34,7225167;10,7771667
23547;;PO6998;PO5340;Sungai Kolak;;Alt-Name;Indonesia;0,850000023;104,6166667
23550;PS747700T000000B000000;PO7477;PO2488;Pulau Ayer Chawan;;Sub-Port;Singapore;1,2798333;103,6922
23551;PO172900T000000B000000;PO1729;;San Jose (Guatemala);;Open;Guatemala;13,91666698;-90,83333333
23555;PO508200T000000B000000;PO5082;;Harbour Breton;;Open;Canada;47,4835833;-55,8028833
23577;PO220800T000000B000000;PO2208;;Caracas Bay;;Open;Curacao;12,0666666;-68,86666667
23578;;PO6041;PO6625;Quinfuquena Terminal;Essungo Terminal;Alt-Name;Angola;-6,333333492;12,15
23579;PO556200T000000B000000;PO5562;;Mayumba;;Open;Gabon;-3,4049333;10,643
23580;PO652000T000000B000000;PO6520;;Red Dog;;Open;United States Of America;67,58333588;-164,0666667
23581;PO173000T000000B000000;PO1730;;Santo Tomas de Castilla;;Open;Guatemala;15,69695;-88,6173333
23585;PO508300T000000B000000;PO5083;;Iona;;Open;Canada;45,9639667;-60,80235
23589;PO125100T000000B000000;PO1251;;Pictou;;Open;Canada;45,68333435;-62,71666667
23592;PO268800T000000B000000;PO2688;;Sousse;;Open;Tunisia;35,8251167;10,64815
23594;PS699900T000000B000000;PO6999;PO3117;Gazenica;;Sub-Port;Croatia;44,0908833;15,2647167
23595;PS747800T000000B000000;PO7478;PO2488;Pulau Merlimau;;Sub-Port;Singapore;1,2923333;103,7207667
23639;PO316700T000000B000000;PO3167;;Great Yarmouth;;Open;United Kingdom;52,58552933;1,731586204
23645;PO364600T000000B000000;PO3646;;Alcudia;;Open;Spain;39,8333;3,1398
23646;PS652100T000000B000000;PO6521;PO1958;Port Bustamente;;Sub-Port;Jamaica;17,9828;-76,8304833
23648;PO508400T000000B000000;PO5084;;Ladysmith;;Open;Canada;48,9770167;-123,7768833
23650;PO556300T000000B000000;PO5563;;Nyanga;;Open;Gabon;-2,983333349;10,26666667
23651;PO364700T000000B000000;PO3647;;Aguilas;;Open;Spain;37,4055667;-1,5719167
23653;PS604200T000000B000000;PO6042;PO6256;Necochea;Quequen;Sub-Port;Argentina;-38,5754667;-58,7142
23657;PO700000T000000B000000;PO7000;;Muskegon;;Open;United States Of America;43,21666718;-86,25
23658;PS747900T000000B000000;PO7479;PO2488;Pulau Pesek;;Sub-Port;Singapore;1,2915333;103,6898333
23665;PO221000T000000B000000;PO2210;;Oranjestad (Aruba);;Open;Aruba;12,51666641;-69,98333333
23676;PS604300T000000B000000;PO6043;PO1015;Porto Saco;Mocamedes;Sub-Port;Angola;-15,16666698;12,15
23679;PO221100T000000B000000;PO2211;;San Nicolas (Aruba);;Open;Aruba;12,4294833;-69,9181167
23682;PO508500T000000B000000;PO5085;;Little Narrows;;Open;Canada;45,98333359;-60,98333333
23683;PO556400T000000B000000;PO5564;;Abu Kammash;;Open;Libya;33,0833323;11,81666667
23685;PO364800T000000B000000;PO3648;;Carboneras;;Open;Spain;36,9700667;-1,89545
23686;PO700100T000000B000000;PO7001;;Escanaba;;Developing;United States Of America;45,78333282;-87,06666667
23687;PS748000T000000B000000;PO7480;PO2488;Pulau Sebarok;;Sub-Port;Singapore;1,200168848;103,7974124
23696;PO317000T000000B000000;PO3170;;Truro;;Open;United Kingdom;50,2483333;-5,0372333
23698;PO364900T000000B000000;PO3649;;Garrucha;;Open;Spain;37,1808167;-1,8179333
23701;PO269100T000000B000000;PO2691;;Aliaga;;Open;Turkey;38,835;26,9471833
23704;PO556500T000000B000000;PO5565;;Khoms;;Open;Libya;32,66485214;14,24527381
23707;PO652300T000000B000000;PO6523;;US Gulf Lightering Zones;;Open;United States Of America;28,5847833;-93,4296833
23708;;PO7481;PO1322;Easter Island;;Alt-Name;Chile;-27,14999962;-109,45
23709;PO125400T000000B000000;PO1254;;Port Alfred;;Open;Canada;48,33333206;-70,86666667
23725;PO221200T000000B000000;PO2212;;Willemstad;;Open;Curacao;12,1036;-68,9367
23731;PO173300T000000B000000;PO1733;;Port Kamsar;;Open;Guinea;10,6412667;-14,6295167
23734;PS317100T000000B000000;PO3171;PO2875;Flixborough Wharf;;Sub-Port;United Kingdom;53,65667343;-0,702719658
23738;PO269200T000000B000000;PO2692;;Port Akdeniz;;Open;Turkey;36,8347;30,6149667
23743;;PO6045;PO3251;Barra do Riacho;;Alt-Name;Brazil;-19,8433337;-40,05
23746;PO125500T000000B000000;PO1255;;Port Alice;;Open;Canada;50,4003667;-127,4896333
23748;PO556600T000000B000000;PO5566;;Ras el Hilal;;Open;Libya;32,9100667;22,1704333
23750;PS652400T000000B000000;PO6524;PO6523;Southtex;;Sub-Port;United States Of America;27,0921833;-94,53035
23751;PS748200T000000B000000;PO7482;PO1322;Hanga-Piko;;Sub-Port;Chile;-27,14999962;-109,45
23757;;PO6046;PO3251;Aracruz;;Alt-Name;Brazil;-19,8433337;-40,05
23758;PO125600T000000B000000;PO1256;;Port Cartier;;Open;Canada;50,02775;-66,7847667
23762;PO269300T000000B000000;PO2693;;Bagfas-Iskur Fertilizer Jetty;;Open;Turkey;40,3830833;27,9111833
23764;PS556700T000000B000000;PO5567;PO2092;Rasco Harbour;;Sub-Port;Libya;30,48013878;18,58067265
23766;PS700400T000000B000000;PO7004;PO3603;Hercules Port;;Sub-Port;Greece;37,95000076;23,63333333
23767;PS652500T000000B000000;PO6525;PO6523;South Sabine Point;;Sub-Port;United States Of America;28,5847833;-93,4296833
23770;PO221400T000000B000000;PO2214;;Noumea;;Open;New Caledonia;-22,2555167;166,4145167
23772;PO173500T000000B000000;PO1735;;Bissau;;Open;Guinea-Bissau;11,8559667;-15,57465
23773;PS748300T000000B000000;PO7483;PO1322;Vinapu Oil Terminal;;Sub-Port;Chile;-27,18333244;-109,4166667
23774;PO508800T000000B000000;PO5088;;Long Pond;;Open;Canada;47,51666641;-52,96666667
23813;PO365100T000000B000000;PO3651;;Tarragona;;Open;Spain;41,0788;1,2031167
23825;PO556800T000000B000000;PO5568;;Port Saint Louis;;Open;Madagascar;-13,0918833;48,8442333
23827;PO269400T000000B000000;PO2694;;Bandirma;;Open;Turkey;40,3542;27,96065
23832;PS700500T000000B000000;PO7005;PO3603;Foron Bay;;Sub-Port;Greece;37,94963074;23,61780059
23833;PS652600T000000B000000;PO6526;PO6523;Gulfmex No 2;;Sub-Port;United States Of America;27,1602333;-90,2492833
23834;PS748400T000000B000000;PO7484;PO2199;Braakmanhaven;;Sub-Port;Netherlands;51,34310532;3,770842825
23835;PO508900T000000B000000;PO5089;;Main Brook;;Open;Canada;51,1826667;-56,01345
23845;PO365200T000000B000000;PO3652;;Alanya;;Open;Turkey;36,5332833;32,0060833
23847;PS604800T000000B000000;PO6048;PO5119;Langtou;;Sub-Port;China, People's Republic Of;40,11666489;124,4
23848;PS556900T000000B000000;PO5569;PO3504;Port de L'Amitie;;Sub-Port;Mauritania;17,98333359;-16,03333333
23849;PO221600T000000B000000;PO2216;;Akaroa;;Open;New Zealand;-43,8047167;172,9596667
23851;PS700600T000000B000000;PO7006;PO3603;Drapetsona Bay;;Sub-Port;Greece;37,94963074;23,61780059
23852;PS652700T000000B000000;PO6527;PO6523;Offshore Pascagoula No 2;;Sub-Port;United States Of America;28,5702833;-87,4764167
23861;PO125800T000000B000000;PO1258;;Port Hawkesbury;Point tupper;Open;Canada;45,6136;-61,36725
23863;PO365300T000000B000000;PO3653;;Canakkale;;Open;Turkey;40,15000153;26,4
23868;PO269500T000000B000000;PO2695;;Derince;;Open;Turkey;40,7459;29,8344167
23873;PO509000T000000B000000;PO5090;;Marystown;;Open;Canada;47,1652333;-55,1466167
23883;PS652800T000000B000000;PO6528;PO3055;Puerto Sucre;;Sub-Port;Venezuela;10,4593167;-64,1926833
23884;PO317500T000000B000000;PO3175;;Klaksvik;;Open;Faeroe Islands;62,24195;-6,5989833
23888;PO604900T000000B000000;PO6049;;Dongshan;;Open;China, People's Republic Of;23,75;117,5166667
23891;PO269600T000000B000000;PO2696;;Dikili;;Open;Turkey;39,07075;26,8832333
23893;PO365400T000000B000000;PO3654;;Fatsa;;Open;Turkey;41,0457167;37,4924
23896;PO173800T000000B000000;PO1738;;Essequibo River;;Open;Guyana;6,916666507;-58,33333333
23897;PS700700T000000B000000;PO7007;PO3603;Perama;Piraeus;Sub-Port;Greece;37,96424866;23,56534326
23917;PO221700T000000B000000;PO2217;;Auckland;;Open;New Zealand;-36,83875;174,76645
23920;PS125900T000000B000000;PO1259;PO7337;Port Weller;;Sub-Port;Canada;43,2269;-79,2167
23921;PS748600T000000B000000;PO7486;PO2201;Port Scaldia;;Sub-Port;Netherlands;51,45405;3,7174333
23922;PO557000T000000B000000;PO5570;;Lyndiane;;Open;Senegal;14,16666698;-16,16666667
23923;;PO6050;PO1294;New Westminster;;Alt-Name;Canada;49,1861667;-122,9111
23925;PO126000T000000B000000;PO1260;;Powell River;;Open;Canada;49,8547667;-124,551
23927;PO365500T000000B000000;PO3655;;Hopa;;Open;Turkey;41,4147;41,4283
23931;PS700800T000000B000000;PO7008;PO3246;Cosipa Terminal;;Sub-Port;Brazil;-23,8739333;-46,3753667
23932;PO509200T000000B000000;PO5092;;Contrecoeur;;Open;Canada;45,8321;-73,2846
23935;PO269700T000000B000000;PO2697;;Edincik;;Open;Turkey;40,3659667;27,8631333
23944;PO221800T000000B000000;PO2218;;Bluff;;Open;New Zealand;-46,5932333;168,3432333
23960;PO557100T000000B000000;PO5571;;Argentia;;Open;Canada;47,29565;-53,9832
23966;PO748700T000000B000000;PO7487;;Charlevoix;;Open;United States Of America;45,31666565;-85,26666667
23970;PO653000T000000B000000;PO6530;;Malloco Bay;;Open;Solomon Islands;-7,56935;156,6046
23971;PO174000T000000B000000;PO1740;;Kaituma;;Open;Guyana;7,7259;-59,88465
23972;PS700900T000000B000000;PO7009;PO3246;TIPLAM Terminal;;Sub-Port;Brazil;-23,87295;-46,3723
23973;PO605100T000000B000000;PO6051;;Torres Strait & Great Barrier Reef;;Open;Australia;-17,5;146,25
23979;PO269800T000000B000000;PO2698;;Eregli;;Open;Turkey;41,2769667;31,4025333
23983;PO365600T000000B000000;PO3656;;Botas (Ceyhan) Oil Terminal;;Open;Turkey;36,8743833;35,9440667
23991;PS605200T000000B000000;PO6052;PO7447;Kurnell;Botany Bay;Sub-Port;Australia;-33,9973;151,2081
23992;PO222000T000000B000000;PO2220;;Greymouth;;Open;New Zealand;-42,4454833;171,20195
23994;PO317800T000000B000000;PO3178;;Brouwershaven;;Open;Netherlands;51,72857666;3,916704253
23996;PO269900T000000B000000;PO2699;;Fethiye;;Open;Turkey;36,6487833;29,1062
23998;PO174100T000000B000000;PO1741;;New Amsterdam;;Open;Guyana;6,23333311;-57,51666667
23999;PS701000T000000B000000;PO7010;PO3246;Cutrale Terminal;;Sub-Port;Brazil;-23,9801667;-46,2865833
24015;PS653100T000000B000000;PO6531;PO2172;Matola;;Sub-Port;Mozambique;-25,96666718;32,5
24017;PS605300T000000B000000;PO6053;PO1074;Launceston;Launceston;Sub-Port;Australia;-41,04999924;146,7666667
24020;PO126300T000000B000000;PO1263;;Pugwash;;Open;Canada;45,86666489;-63,66666667
24021;PO270000T000000B000000;PO2700;;Finike;;Open;Turkey;36,2946833;30,15255
24023;;PO3658;PO8398;Hereke;;Alt-Name;Turkey;40,77745;29,6035
24025;PS701100T000000B000000;PO7011;PO3246;Conceicaozinha Terminal;;Sub-Port;Brazil;-23,9743;-46,2882167
24029;PO222100T000000B000000;PO2221;;Lyttelton;;Open;New Zealand;-43,6094;172,71745
24043;PO653200T000000B000000;PO6532;;Chinde;;Open;Mozambique;-18,56666756;36,45
24044;PO749000T000000B000000;PO7490;;Fingringhoe;;Open;United Kingdom;51,8504833;0,96625
24049;PO317900T000000B000000;PO3179;;Murmansk;;Open;Russia;69,03408051;33,0500896
24055;PO509500T000000B000000;PO5095;;Pointe-au-Pic;;Open;Canada;47,6226;-70,1387667
24058;PO174300T000000B000000;PO1743;;Cap Haitien;;Open;Haiti;19,75715;-72,1951
24059;PO509600T000000B000000;PO5096;;Port Hardy;;Open;Canada;50,71917725;-127,4982126
24061;PO365900T000000B000000;PO3659;;Marmaris;;Open;Turkey;36,84999847;28,25
24063;PS701200T000000B000000;PO7012;PO3246;Alemoa Terminal;;Sub-Port;Brazil;-23,9183333;-46,3633
24064;PO605400T000000B000000;PO6054;;Madre de Deus;;Open;Brazil;-12,7550833;-38,62205
24070;PO222200T000000B000000;PO2222;;Napier;;Open;New Zealand;-39,46666718;176,9166667
24077;PO653300T000000B000000;PO6533;;Macuse;;Open;Mozambique;-17,7219667;37,187
24079;PO270100T000000B000000;PO2701;;Gemlik;;Open;Turkey;40,4197167;29,1194667
24085;PO126400T000000B000000;PO1264;;Quebec;;Open;Canada;46,8273333;-71,19595
24099;PO126500T000000B000000;PO1265;;Richibucto;;Open;Canada;46,68333435;-64,86666667
24104;PO270200T000000B000000;PO2702;;Giresun;;Open;Turkey;40,91785;38,3765833
24107;PS701300T000000B000000;PO7013;PO3246;Barnabe Island Terminal;;Sub-Port;Brazil;-23,92525;-46,32985
24112;PO222300T000000B000000;PO2223;;Nelson;;Open;New Zealand;-41,2568167;173,2700333
24118;PO605500T000000B000000;PO6055;;Antonina;;Open;Brazil;-25,45565;-48,6740833
24121;PO174400T000000B000000;PO1744;;Port au Prince;;Open;Haiti;18,5557833;-72,3524667
24124;PO749200T000000B000000;PO7492;;Keihin;;Open;Japan;35,41954422;139,6760273
24125;PO653400T000000B000000;PO6534;;Kamarajar;;Open;India;13,2565333;80,3488333
24126;;PO6056;PO1186;Limbe;;Alt-Name;Cameroon;4,0094;9,1953667
24128;PO509800T000000B000000;PO5098;;Port Medway;;Open;Canada;44,1333316;-64,5763333
24129;PO270300T000000B000000;PO2703;;Gocek;;Open;Turkey;36,7528;28,9151167
24131;PS701400T000000B000000;PO7014;PO3098;Arnos Vale;;Sub-Port;St Vincent & The Grenadines;13,13333321;-61,21666667
24132;PO366100T000000B000000;PO3661;;Bodrum;;Open;Turkey;37,0274667;27,4312833
24134;PO222400T000000B000000;PO2224;;Onehunga;;Open;New Zealand;-36,9343167;174,7822333
24150;PO126600T000000B000000;PO1266;;Rimouski;;Open;Canada;48,46666718;-68,51666667
24151;PO653500T000000B000000;PO6535;;Pebane;;Open;Mozambique;-17,26909447;38,15332453
24152;PO605700T000000B000000;PO6057;;Canaport;;Open;Canada;45,2042;-65,9810667
24153;PO557800T000000B000000;PO5578;;Port Hope;;Open;Canada;43,9450833;-78,2936667
24156;;PO6536;PO3909;Ampenam;;Alt-Name;Indonesia;-8,7333333;116,0666667
24157;PO509900T000000B000000;PO5099;;Port Mellon;;Open;Canada;49,51395;-123,4849167
24160;PO270400T000000B000000;PO2704;;Gulluk;;Open;Turkey;37,25028992;27,61342756
24162;PS701500T000000B000000;PO7015;PO3098;Campden Park Bay;;Sub-Port;St Vincent & The Grenadines;13,16666698;-61,25
24164;PO222500T000000B000000;PO2225;;Opua;;Open;New Zealand;-35,31666565;174,1166667
24169;PO174600T000000B000000;PO1746;;Hilo;;Open;United States Of America;19,7326669;-155,056
24175;PS749400T000000B000000;PO7494;PO3740;Beigang;;Sub-Port;China, People's Republic Of;36,11666489;120,3166667
24177;PS653700T000000B000000;PO6537;PO1834;Tarahan Terminal;;Sub-Port;Indonesia;-5,471039295;105,2311107
24198;PO174700T000000B000000;PO1747;;Honolulu;;Open;United States Of America;21,2979833;-157,8696167
